,Country Code,Year,GDP per capita
941,LTU,2019,19575.76848
942,LUX,2019,113218.7133
943,LVA,2019,17926.84159
944,MAC,2019,86197.36569
945,MAF,2019,
946,MAR,2019,3235.000732
947,MCO,2019,189487.1471
948,MDA,2019,4492.10574
949,MDG,2019,526.2245722
950,MDV,2019,10561.61351
951,MEA,2019,7587.355596
952,MEX,2019,9950.217622
953,MHL,2019,4073.10983
954,MIC,2019,5487.844058
955,MKD,2019,6070.388054
956,MLI,2019,879.0431675
957,MLT,2019,31185.64962
958,MMR,2019,1271.111536
959,MNA,2019,3574.162674
960,MNE,2019,8909.890151
961,MNG,2019,4404.84583
962,MNP,2019,20659.64029
963,MOZ,2019,506.8171391
964,MRT,2019,1743.301317
965,MUS,2019,11097.16898
966,MWI,2019,591.8470837
967,MYS,2019,11432.82603
968,NAC,2019,63175.74013
969,NAM,2019,5028.295342
970,NCL,2019,34788.54031
971,NER,2019,554.0993893
972,NGA,2019,2229.858652
973,NIC,2019,1924.471816
974,NLD,2019,52476.27325
975,NOR,2019,75719.7529
976,NPL,2019,1194.957236
977,NRU,2019,11029.73558
978,NZL,2019,42865.23364
979,OED,2019,39478.31197
980,OMN,2019,17700.70349
981,OSS,2019,13799.29553
982,PAK,2019,1481.813864
983,PAN,2019,15774.25495
984,PER,2019,7023.077526
985,PHL,2019,3485.340844
986,PLW,2019,15232.48708
987,PNG,2019,2820.306397
988,POL,2019,15732.20313
989,PRE,2019,1474.823822
990,PRI,2019,32850.54861
991,PRK,2019,
992,PRT,2019,23330.81729
993,PRY,2019,5383.574422
994,PSE,2019,3656.858271
995,PSS,2019,4271.583766
996,PST,2019,45728.10123
997,PYF,2019,21512.2733
998,QAT,2019,62087.97413
999,ROU,2019,12899.34611
1000,RUS,2019,11536.25098
1001,RWA,2019,820.1772393
1002,SAS,2019,1987.56834
1003,SAU,2019,23450.56202
1004,SDN,2019,755.3289795
1005,SEN,2019,1435.830367
1006,SGP,2019,65831.18943
1007,SLB,2019,2344.048976
1008,SLE,2019,521.7548367
1009,SLV,2019,4167.730939
1010,SMR,2019,47727.13489
1011,SOM,2019,419.3948077
1012,SRB,2019,7417.203649
1013,SSA,2019,1617.541932
1014,SSD,2019,
1015,SSF,2019,1618.920771
1016,SST,2019,12615.13255
1017,STP,2019,1987.579702
1018,SUR,2019,6853.693411
1019,SVK,2019,19303.54566
1020,SVN,2019,25942.95477
1021,SWE,2019,51939.42974
1022,SWZ,2019,3889.851226
1023,SXM,2019,
1024,SYC,2019,17252.02078
1025,SYR,2019,
1026,TCA,2019,31350.86663
1027,TCD,2019,709.5400432
1028,TEA,2019,8268.375718
1029,TEC,2019,9026.080646
1030,TGO,2019,893.3524541
1031,THA,2019,7814.384431
1032,TJK,2019,890.5444024
1033,TKM,2019,7612.03518
1034,TLA,2019,8519.254425
1035,TLS,2019,1583.713576
1036,TMN,2019,3573.155702
1037,TON,2019,4903.012138
1038,TSA,2019,1987.56834
1039,TSS,2019,1618.920771
1040,TTO,2019,17123.11629
1041,TUN,2019,3571.945048
1042,TUR,2019,9121.515167
1043,TUV,2019,4652.350846
1044,TZA,2019,1085.884888
1045,UGA,2019,798.5857341
1046,UKR,2019,3661.456299
1047,UMC,2019,9548.200238
1048,URY,2019,17688.01501
1049,USA,2019,65094.79943
1050,UZB,2019,1784.009816
1051,VCT,2019,8229.722486
1052,VEN,2019,
1053,VGB,2019,
1054,VIR,2019,38596.03071
1055,VNM,2019,3425.089253
1056,VUT,2019,3122.982599
1057,WLD,2019,11407.47933
1058,WSM,2019,4322.868416
1059,XKX,2019,4416.108358
1060,YEM,2019,750.5545834
1061,ZAF,2019,6624.761865
1062,ZMB,2019,1305.001031
1063,ZWE,2019,1316.740657
